timestamp,Object Number,X,Y,Z,Roll,Pitch,Yaw
1714614053.659473,1.0,0.5528948749603836;-0.24348226821450936;-0.45333153986015584;-0.08412561841552425;-0.010886296396608274;-1.597905662007067,,
1714614053.7598262,2.0,0.6425423099291855;-0.22923470006579308;-0.44948335822016466;0.062102486946217804;0.003478008315633646;1.4952599449249793,,
1714614053.8602738,3.0,0.541271402953162;-0.13080149298981733;-0.4491799192892995;-0.09921385285594267;-0.0230347286720516;-1.5837275458335627,,
1714614053.9606225,4.0,0.6394456419647631;-0.12788355101481175;-0.45505675643148197;-0.03163359059973001;-0.043530723813179545;-1.58204815747634,,
1714614379.4029555,1.0,0.6303258976149475;-0.24858981143994752;-0.4531391213572011;-0.08582393121003216;0.013642491571404857;-1.5804950621136706,,
1714614379.503312,2.0,0.6387141657573494;-0.13385619973246554;-0.4540440773047402;0.06268748744614984;0.06590631806993658;1.4791974446794,,
1714614379.6037686,3.0,0.5604404339670591;-0.25979621063370967;-0.45251651187556974;0.017466290293577928;-0.03087074938047444;1.6944532393156169,,
1714614379.7039979,4.0,0.5470820885515364;-0.14510194748931662;-0.4441430113048195;-0.043685521691989304;-0.021420943348242787;-1.5069458127805493,,
1714614710.1696599,1.0,0.6301270999410334;-0.1145824403401593;-0.4470398946091866;-0.05878086805841509;0.019771354944891288;-1.601590782690461,,
1714614710.2700312,2.0,0.5411038186648335;-0.2528582182914446;-0.4578303731932718;-0.07752191459078533;-0.04807944962231039;-1.642379137027913,,
1714614710.3704185,3.0,0.5354930822893456;-0.12548162421801784;-0.44535518841887634;-0.04708642100107894;-0.03380185890580319;-1.646998584868428,,
1714614710.4707928,4.0,0.6309025120963923;-0.2392231708867366;-0.4532423379391904;-0.0664354256917925;-0.031930107905860206;-1.6960984093815366,,
1714614958.0743482,1.0,0.5549517235773677;-0.11580968709112521;-0.44606722521424413;-0.028684367222105323;-0.012388313152593063;-1.5802971099831504,,
1714614958.1746616,2.0,0.5530537105390091;-0.2297812698603806;-0.4437231399274948;0.07129229710326895;0.014292438950688996;1.5791046172940497,,
1714614958.274961,3.0,0.639981850224561;-0.11363230113584338;-0.45789109980509246;-0.060688854865082756;-0.023632566129321384;-1.5851608069983396,,
1714614958.3752847,4.0,0.6428854599898629;-0.21939346561847053;-0.4515887034928821;-0.059275138359298346;0.008511560814847595;-1.6389718709138088,,
